draw,model_family,bootstrap_frontier_momentum_heuristic_index,bootstrap_rank,method,analysis_captured_at
668,Gemma,47.09,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
668,Phi,37.04,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
668,Grok,28.39,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
668,Command,21.85,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
668,Cohere,1.27,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Qwen,82.37,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,GPT,77.72,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Mistral,60.5,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Claude,51.42,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Llama,54.86,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,DeepSeek,56.7,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Gemini,55.61,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Gemma,51.24,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Phi,38.89,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Grok,21.97,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Command,29.47,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
669,Cohere,20.54,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Qwen,79.77,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,GPT,81.36,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Mistral,59.83,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Claude,53.04,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Llama,55.98,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,DeepSeek,55.89,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Gemini,52.23,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Gemma,46.27,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Phi,36.5,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Grok,34.47,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Command,25.09,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
670,Cohere,24.22,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Qwen,78.04,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,GPT,79.49,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Mistral,53.32,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Claude,57.18,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Llama,53.4,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,DeepSeek,52.67,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Gemini,52.54,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Gemma,46.23,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Phi,30.79,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Grok,34.02,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Command,21.45,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
671,Cohere,16.86,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Qwen,79.38,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,GPT,74.99,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Mistral,55.71,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Claude,54.8,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Llama,56.96,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,DeepSeek,55.7,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Gemini,54.65,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Gemma,47.8,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Phi,39.22,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Grok,29.16,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Command,32.78,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
672,Cohere,42.24,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Qwen,78.85,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,GPT,80.93,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Mistral,54.89,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Claude,58.47,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Llama,51.63,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,DeepSeek,52.61,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Gemini,54.51,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Gemma,45.37,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Phi,33.14,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Grok,34.31,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Command,23.64,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
673,Cohere,3.75,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Qwen,79.35,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,GPT,81.32,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Mistral,53.47,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Claude,55.16,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Llama,46.03,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,DeepSeek,48.38,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Gemini,55.31,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Gemma,44.29,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Phi,33.3,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Grok,30.21,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Command,20.71,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
674,Cohere,17.42,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Qwen,79.4,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,GPT,78.02,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Mistral,58.5,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Claude,54.46,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Llama,54.32,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,DeepSeek,54.3,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Gemini,50.86,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Gemma,45.84,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Phi,37.0,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Grok,28.31,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Command,28.58,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
675,Cohere,15.26,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Qwen,79.6,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,GPT,80.01,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Mistral,56.96,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Claude,53.39,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Llama,52.97,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,DeepSeek,57.24,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Gemini,50.46,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Gemma,46.46,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Phi,36.13,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Grok,33.49,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Command,21.3,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
676,Cohere,23.08,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Qwen,77.94,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,GPT,76.86,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Mistral,53.26,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Claude,54.71,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Llama,50.56,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,DeepSeek,54.45,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Gemini,53.71,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Gemma,45.33,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Phi,34.86,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Grok,28.6,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Command,21.34,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
677,Cohere,3.82,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Qwen,80.39,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,GPT,78.22,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Mistral,59.03,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Claude,58.48,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Llama,48.74,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,DeepSeek,50.64,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Gemini,52.5,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Gemma,44.38,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Phi,33.26,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Grok,32.83,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Command,20.91,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
678,Cohere,0.0,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Qwen,77.6,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,GPT,75.5,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Mistral,56.07,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Claude,59.73,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Llama,53.18,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,DeepSeek,53.04,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Gemini,53.02,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Gemma,47.82,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Phi,37.45,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Grok,22.02,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Command,24.29,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
679,Cohere,10.41,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Qwen,80.33,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,GPT,79.36,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Mistral,54.66,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Claude,52.33,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Llama,53.4,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,DeepSeek,56.16,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Gemini,48.72,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Gemma,44.37,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Phi,31.49,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Grok,26.21,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Command,18.28,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
680,Cohere,21.04,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Qwen,82.55,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,GPT,75.28,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Mistral,57.07,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Claude,55.04,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Llama,48.75,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,DeepSeek,48.39,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Gemini,54.76,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Gemma,45.46,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Phi,34.1,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Grok,27.96,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Command,25.56,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
681,Cohere,8.34,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Qwen,79.77,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,GPT,81.91,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Mistral,53.54,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Claude,52.79,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Llama,51.47,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,DeepSeek,52.69,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Gemini,57.2,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Gemma,45.39,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Phi,35.01,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Grok,35.88,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Command,24.68,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
682,Cohere,6.15,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Qwen,78.25,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,GPT,76.33,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Mistral,56.31,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Claude,55.3,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Llama,56.84,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,DeepSeek,54.59,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Gemini,53.2,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Gemma,46.89,8,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Phi,34.1,9,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Grok,32.79,11,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Command,20.91,12,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
683,Cohere,33.58,10,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,Qwen,78.55,1,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,GPT,78.24,2,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,Mistral,55.38,4,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,Claude,54.91,5,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,Llama,53.44,7,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,DeepSeek,53.89,6,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
684,Gemini,56.37,3,Deterministic component bootstrap with evidence-scaled noise and Dirichlet component weights; not a calibrated probability model.,2026-05-16T12:05:27+00:00
